concept_id,name
2304,Adherence to taking morning medication
2305,Adherence to taking evening medication
2306,Rendezvous visit booklet available
2307,Overall treatment adherence
2308,You are somewhat ill
2309,Much worse
2310,Current complaints or symptoms
2311,Patient brought to hospital by home visit team
2312,How sure are you that you can take HIV medicine at the correct time everyday
2313,Ruhengeri
2314,Gasiza
2315,Rwaza
2316,Which clinic
2317,Menopause
2318,Does the patient drink alcohol?
2319,Did the patient respect the rendez-vous?
2320,How many days late was the patient?
2321,Patient came to pick up medicine but did not have consultation
2322,Rendez-vous attendance construct
2323,Nevirapine dose increased
2324,Change in prophylaxis
2325,Has the treatment changed at this visit?
2326,As much as i would like
2327,Almost as much as i would like
2328,Some but would like more
2329,Less than i would like
2330,Much less than i would like
2331,You have opportunities to talk about money matters
2332,You get invitations to go out and do things with other people
2333,Often
2334,Did you worry that your household does not have enough food
2335,Were you or any household member not able to eat the kinds of food you preferred because of a lack of resources
2336,Did you or any household member eat a limited variety of foods due to a lack of resources
2337,Did you or any household member eat food that you preferred not to eat because of a lack of resources to obtain other types of food
2338,Do you or any household member eat a smaller meal than you feel you need because there was not enough food
2339,Did you or any household member go to sleep at night hungry because there was not enough food
2340,Do you or any household member go a whole day without eating anything because there is not enough food
2341,Open well
2342,Covered well
2343,How much time do you spend traveling to get water each day
2344,"Been teased, insulted, or sworn at"
2345,No longer visited or visited less by family or friends
2346,Lost customers to buy produce/goods or lost a job
2347,Lost housing or not been able to rent housing
2348,Other illness
2349,Partner illness/death
2350,Child illness/death
2351,Health provider recommended
2352,Decision of doctor/medical officer
2353,Just to know my sero-status
2354,To prepare for marriage
2355,Why did you get tested for hiv
2356,"Have you ever had any HIV/AIDS related signs/symptoms (eg, skin rash, loss of weight, herpes) visible in your physical appearance"
2357,"Have you ever traveled to a clinic or hospital that is far away, instead of going to a nearby clinic/hospital, because of your HIV status"
2358,"If you have traveled to a clinic or hospital that is far away, instead of going to a nearby clinic/hospital, because of your HIV status, why?"
2359,"Have you ever traveled to a clinic or hospital that is far away, instead of going to a nearby clinic/hospital, because of your HIV status construct"
2360,Have you felt shame because of your HIV status
2361,Have you felt guilt because of your HIV status
2362,Have you felt self-blame because of your HIV status
2363,"In the last year have you avoided applying for school, further training or a scholarship because of your HIV status"
2364,"If in the last year you have avoided applying for school, further training or a scholarship because of your HIV status, why?"
2365,"Avoided applying for school, further training or a scholarship because of your HIV status construct"
2366,In the last year have you avoided a promotion or job opportunity because of your HIV status
2367,"If in the last year you have avoided a promotion or job opportunity because of your HIV status, why?"
2368,Avoided promotion or job opportunity construct
2369,In the last year have you avoided travel because of your HIV status
2370,"If in the last year you have avoided travel because of your HIV status, why?"
2371,Avoided travel construct
2372,In the last year have you avoided seeking health care because of your HIV status
2373,"If you have avoided seeking health care because of your HIV status, why?"
2374,Avoided seeking health care construct
2375,In the last year have you avoided relationships with friends or relatives because of your HIV status
2376,"If you have avoided relationships with friends or relatives because of your HIV status, why?"
2377,Avoided relationships with friends or relatives construct
2378,"In the last year have you avoided having a sexual relationship, getting married, or having a child because of your HIV status"
2379,"If you have avoided having a sexual relationship, getting married, or having a child because of your HIV status, why?"
2380,Avoided a sexual relationship construct
2381,Has your HIV status even been revealed without your consent
2382,Tell no one
2383,Tell only family
2384,Share with community
2385,Would you recommend to a person who is living with HIV to reveal his/her status
2386,Have you disclosed your HIV status to anyone?
2387,"If you have disclosed your HIV status, to how many people?"
2388,HIV status disclosure construct
2389,"If you have disclosed your status to your partner, how long did you wait to tell?"
2390,HIV status disclosure to partner construct
2391,Number of household members enrolled in a mutuelle
2392,Mutuelle enrollment construct
2393,Home remedy
2394,No children
2395,No family
2396,"If this person did seek medical attention, where was it?"
2397,Family health seeking behavior construct
2398,Are you visited at home by a parrain/marraine?
2399,"If you are visited at home by a parrain/marraine, how often"
2400,Greater than 4 times per wk
2401,3-4 times/wk
2402,1-2 times/wk
2403,1-3 times/mo
2404,Less than once per month
2405,Parrain/marraine visit construct
2406,New TB case
2407,Tuberculosis case type
2408,TB retreatment case
2409,Ability to work construct
2410,Other adults able to work construct
2411,TB retreatment after failure case
2412,Bed nets construct
2413,Retreatment after default TB case
2414,TB transfer case
2415,Prior TB schema
2416,Did NOT answer
2417,Omitted
2418,Axillary lymphadenopathy
2419,General exam construct
2420,Urogenital exam construct
2421,Neurologic exam construct
2422,Chest
2423,Cardiac exam construct
2424,Extremity exam construct
2425,Abdominal exam construct
2426,Skin and lymph exam construct
2427,Heent exam construct
2428,Water source other
2429,Reason for test
2430,Health seeking behavior other
2431,Other reason for not seeking services
2432,Change in treatment
2433,NOT indicated
2434,Lymphatic system
2435,"Head, ears, eyes, nose and throat systems"
2436,Type of toilet
2437,Indoors
2438,Outdoors
2439,HBsAg
2440,Number of bowel movements
2441,Duration of district in residence
2442,HIV association
2443,Member of HIV association
2444,Patient's partner ever worked in south africa
2445,Housework/fieldwork
2446,Retired
2447,Patient verbally notified
2448,Scar
2449,Documentation
2450,How BCG determined?
2451,Previously received ARV
2452,"Main activity, non-coded"
2453,Group 39
2454,Chronic care program
2455,How previous tuberculosis treatments determined
2456,Extra-pulmonary tuberculosis location
2457,Viomycin
2458,Symptomatic but NOT in treatment
2459,Clarithromycin
2460,Rifabutine
2461,Psychiatric history
2462,Surgical interventions for tuberculosis
2463,Smoking amount
2464,Smoking duration
2465,Smoking construct to be retired
2466,Drug use history
2467,Cavity
2468,Fibrosis
2469,Pneumonothorax
2470,Lung location
2471,Lingula of left lung
2472,Chest x-ray or ct scan construct
2473,B-HCG
2474,Susceptible to tuberculosis drug
2475,Drug sensitivity test not done
2476,"If enrolled in a mutuelle, who paid for it, non-coded"
2477,"Where did you get the bed nets, non-coded"
2478,"If you have disclosed your status to your partner, how long did you wait to tell, non-coded"
2479,"If you have disclosed your status to your partner, how long did you wait to tell construct"
2480,Where did you get the bed nets construct
2481,"If enrolled in a mutuelle, who paid for it construct"
2482,Diagnostic laboratory examination
2483,Peritoneal fluid
2484,Follow-up
2485,Reason for laboratory examination
2486,Mucopurulent
2487,Saliva
2488,Appearance of sputum specimen
2489,Scanty - 1 bacillus
2490,Scanty - 2 bacilli
2491,Scanty - 3 bacilli
2492,Scanty - 4 bacilli
2493,Scanty - 5 bacilli
2494,Scanty - 6 bacilli
2495,Scanty - 7 bacilli
2496,Scanty - 8 bacilli
2497,Scanty - 9 bacilli
2498,Scanty - 1 colony
2499,Scanty - 2 colonies
2500,Scanty - 3 colonies
2501,Scanty - 4 colonies
2502,Scanty - 5 colonies
2503,Scanty - 6 colonies
2504,Scanty - 7 colonies
2505,Scanty - 8 colonies
2506,Scanty - 9 colonies
2507,Drug sensitivity test contaminated
2508,Culture and DST
2509,"Smear, culture, and DST"
2510,Smear and culture
2511,Patient starting tuberculosis treatment
2512,This is double-entry
2513,Group 40
2514,Never received antiretrovirals before
2515,Date of HIV diagnosis
2516,Date antiretrovirals started
2517,Date intake form was filled out
2518,CDC HIV stage
2519,Diagnostic sputum smear results available
2520,HIV diagnosis construct
2521,Immune reconstitution inflammatory syndrome
2522,Immune reconstitution inflammatory syndrome construct
2523,Patient has diabetes
2524,Immune reconstitution inflammatory syndrome date
2525,HIV transfer into program
2526,Reason for transfer in
2527,WHO stage at transfer in
2528,Date of starting alternative 1st line ARV regimen
2529,Date of starting 2nd line ARV regimen
2530,Antiretroviral status or outcome
2531,Is patient dead
2532,Substitute another 1st line ARV drug
2533,Did the patient default HIV treatment
2534,Switch to a 2nd line ARV regimen
2535,PIH ARV start date
2536,Transfer in
2537,Alive and on first line antiretroviral regimen
2538,Status of antiretroviral regimen
2539,Is at work or school?
2540,Amount of drug brought to clinic
2541,Tins of antiretrovirals given to patient
2542,Tins of antiretrovirals given to guardian
2543,CD4 count less than 250
2544,Substance use
2545,History of tobacco use
2546,History of illegal drugs
2547,Frequency alcohol noncoded
2548,Frequency tobacco noncoded
2549,Frequency illegal drugs noncoded
2550,Have chest x-ray
2551,Have chest x-ray in chart
2552,Follow up agreement
2553,Loss of appetite
2554,Hemoglobin/hematocrit unspecified
2555,Creatinine/urea unspecified
2556,Ast/alt unspecified
2557,Prophylaxis drug received abstracted
2558,Prophylaxis drug abstracted construct
2559,ARV regimens received abstracted construct
2560,Treatment companion before transfer
2561,North
2562,South
2563,East
2564,West
2565,Kigali
2566,Province
2567,Kibungo
2568,Kayonza
2569,District of residence
2570,Sector
2571,Cell
2572,Xray comments
2573,Cough lasting greater than two weeks
2574,Cough lasting less than two weeks
2575,Angular cheilitis
2576,"Oral ulcerations, recurrent"
2577,Papular itchy skin eruptions
2578,Seborrhoeic dermatitis
2579,Fungal nail infection
2580,Persistent oral candidiasis
2581," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis"
2582,"Anaemia, unexplained < 8 g/dl"
2583,Toxoplasmosis of the brain
2584,Extrapulmonary cryptococcosis including meningitis
2585,Disseminated non-tuberculosis mycobacterial infection
2586,"Leishmaniasis, atypical disseminated"
2587,Cerebral or B-cell non Hodgkin lymphoma
2588,Invasive cancer of cervix
2589,Antiretroviral drugs received
2590,Bedridden 50 percent of month
2591,Bedridden less than 50% of the month
2592,Clinician notes
2593,Needs lab follow-up
2594,Name of data collector
2595,Data collection date
2596,Form of tuberculosis
2597,Tuberculosis treatment end date
2598,Missing TB treatment card
2599,HIV chart number
2600,Drug hepatitis
2601,Exacerbation of TB
2602,No complaints
2603,Spread of TB
2604,Poor TB adherence
2605,TB adherence observations
2606,TB adherence construct
2607,Number TB doses supervised in the past month
2608,Number of TB doses missed in the past month
2609,Number of TB doses self-administered in the past month
2610,Number of TB doses administered by a CHW in the past month
2611,Expected number of TB doses
2612,TB dose construct
2613,Telephone number type
2614,Cell telephone
2615,Home telephone
2616,Next of kin telephone
2617,Hypokalemia
2618,Pneumothorax
2619,Due to cyloserine or terizidone
2620,Due to injectable
2621,Due to anti-tuberculosis drugs or antiretrovirals
2622,Due to capreomycin
2623,Symptom etiology
2624,Ptb within the past two years
2625,One day
2626,Two days
2627,Three days
2628,Four days
2629,"During the past 4 days, on how many days have you missed taking all your doses?"
2630,How often have you missed your medications because were away from home?
2631,How often have you missed your medications because you were busy with other things?
2632,How often have you missed your medications because you simply forgot?
2633,How often have you missed medications because you had too many pills to take?
2634,How often have you missed your medications because you did not want others to notice you taking medication?
2635,How often have you missed your medications because you had a change in daily routine?
2636,How often have you missed your medications because you felt like the drug was toxic/harmful?
2637,How often have you missed your medications because you fell asleep/slept through dose time?
2638,How often have you missed your medications because you felt sick or ill?
2639,How often have you missed your medications because you felt depressed/overwhelmed?
2640,How often have you missed your medications because you had problems taking pills at specified times?
2641,How often have you missed your medications because you ran out of pills?
2642,How often have you missed your medications because you felt good?
2643,How often have you missed your medications because you accompagnateur did not come?
2644,Where do you keep your medications at home
2645,Ever shared antiretrovirals with others
2646,Number of times shared antiretrovirals with others
2647,Shared antiretrovirals construct
2648,Visual analogue percent of antiretroviral medications taken in past month
2649,Number of children
2650,Second line tuberculosis drugs
2651,Country of birth
2652,Country of residence
2653,Lesotho
2654,South Africa
2655,How often have you missed your medications because you wanted to avoid side effects?
2656,How closely did you follow your specific HIV medication schedule over the last four days?
2657,Half of the time
2658,Do any of your HIV medications have special instructions?
2659,How often did you follow those your HIV medication instructions over the last four days?
2661,January
2662,Missed antiretroviral drug
2663,Number HIV drug doses missed yesterday
2664,Number of HIV drug doses missed 3 days ago
2665,Number of HIV drug doses missed 4 days ago
2666,Number HIV drug doses missed 2 days ago
2667,Missed antiretroviral drug construct
2668,Antiretroviral regimen at time of transfer-in
2669,Time construct
2670,Visual analogue explanation
2671,Number of household members on antiretrovirals
2672,Household antiretroviral construct
2673,Antiretroviral adherence calendar value
2674,Antiretroviral drug counted
2675,Daily antiretroviral dosage
2676,Prescription refill date
2677,Number of pills taken on pill count day
2678,Days from antiretroviral refill date to start date
2679,Number of pills counted
2680,Pill count construct
2681,Antiretroviral drug adherence observations
2682,Group 41
2683,Group 43
2684,Group 44
2686,Free text reason for poor adherence to antiretroviral therapy
2687,Number of days per week prescribed tuberculosis medication during continuation phase
2688,Clinical notes construct
2689,Tuberculosis diagnosis comments
2690,Tuberculosis regimen on treatment card
2691,2 HRZE 7 / 4 RH 7
2692,2 HRZE 7 / 4 RH 3
2693,February
2694,March
2695,April
2696,May
2697,June
2698,July
2699,August
2700,September
2701,October
2702,November
2703,December
2704,Month of tuberculosis adherence
2705,Year of tuberculosis adherence
2706,Patient doing well
2707,No clinician comment
2708,Oracta study
2709,Diarrhea for more than two weeks
2710,Village
2711,"Ultrasound, generic"
2712,Sterilization
2713,Abdomen ultrasound comment
2714,Family planning clinic
2715,"Hospital, surgery room"
2716,"Hospital, internal medicine"
2717,"Hospital, pediatrics"
2718,Convulsions or neurological deficit presumed malaria
2719,Anxiety disorder
2720,Congestive heart failure
2721,Symptomatic nephropathy or cardiomyopathy presumed due to hiv
2722,Previous family planning method
2723,Mosquito net
2724,Lastname of contact
2725,Firstnames of contact
2726,Skin exam comment
2727,Conjunctiva
2728,Oropharynx comment
2729,Cardiovascular system comment
2730,Sexually active
2731,Sexually transmitted infection symptoms comment
2732,Daily visit by community health worker
2733,Antiretroviral care while hospitalized
2734,Oropharynx findings
2735,Rales
2736,"Diarrhea, bacterial"
2737,"Genital ulcers, lgv"
2738,"Genital ulcers, chancroid"
2739,Current prophylaxis treatment construct
2740,Prophylaxis started
2741,Prophylaxis continued
2742,Prophylaxis dosage
2743,Who stages criteria present
2744,Prophylaxis stopped
2745,Following A
2746,Following B
2747,Following C
2748,Following D
2749,Following E
2750,Following F
2751,Following G
2752,Following H
2753,Following I
2754,Following J
2755,Following K
2756,Following L
2757,Following M
2758,Following N
2759,Following O
2760,Following P
2761,Following Q
2762,Following R
2763,Following S
2764,Following T
2765,Following U
2766,Following V
2767,Following W
2768,Following X
2769,Following Y
2770,Following Z
2771,Prison group 1
2772,Prison group 2
2773,Prison group 3
2774,Prison group 4
2775,Prison group 5
2776,Prison group 6
2777,Prison group 7
2778,Prison group 8
2779,Prison group 9
2780,Prison group 10
2781,Pediatric following A
2782,Pediatric following B
2783,Pediatric following C
2784,Pediatric following D
2785,Pediatric following E
2786,Pediatric following F
2787,Pediatric following G
2788,Pediatric following H
2789,Pediatric following I
2790,Pediatric following J
2791,Pediatric following K
2792,Pediatric following L
2793,Pediatric following M
2794,Pediatric following N
2795,Pediatric following O
2796,Pediatric following P
2797,Pediatric following Q
2798,Pediatric following R
2799,Pediatric following S
2800,Pediatric following T
2801,Pediatric following U
2802,Pediatric following V
2803,Pediatric following W
2804,Pediatric following X
2805,Pediatric following Y
2806,Pediatric following Z
2807,Prison following A
2808,Prison following B
2809,Prison following C
2810,Prison following D
2811,Prison following E
2812,Prison following F
2813,Prison following G
2814,Prison following H
2815,Prison following I
2816,Prison following J
2817,Prison following K
2818,Prison following L
2819,Prison following M
2820,Prison following N
2821,Prison following O
2822,Prison following P
2823,Prison following Q
2824,Prison following R
2825,Prison following S
2826,Prison following T
2827,Prison following U
2828,Prison following V
2829,Prison following W
2830,Prison following X
2831,Prison following Y
2832,Prison following Z
2833,Stavudine and Lamivudine
2834,Amount dispensed
2835,Number of patients with shared pills
2836,Number of empty pill bottles
2837,Accompagnateur report of average weekly missed doses
2838,Accompagnateur report of last missed dose
2839,Four day accompagnateur recall
2840,General state good
2841,No revelent notes
2842,MDR-TB program
2843,Male
2844,Female
2845,Gender of contact
2846,Lumbar pain
2847,Clinical treatment failure
2848,Second line tuberculosis drugs
2849,Syphilis without genital ulcers
2850,Syphilis with genital ulcers
2851,"Yes, but pregnant so start PTME treatment"
2852,Hospitalization program
2853,Household contact received second line tuberculosis drugs
2854,Hepatotoxicity
2855,Other psychiatric or neurological adverse effect
2856,Tuberculoma
2857,Vaginal/urethral discharge Non-GC
2858,Chronic isosporiasis
2859,Hospitalization duration construct
2860,"Chest pain location, non-coded"
2861,Socio-economic complaints
2862,Hunger
2863,School expenses
2864,Housing expenses
2865,Funeral expenses
2866,Lack of potable water
2867,Treatment extended
2868,Patient on time for visit
2869,Reason patient not visited daily by community health worker non-coded
2870,Other socio-economic complaint non-coded
2871,Previous PMTCT treatment
2872,Duration of hospitalization in days
2873,Duration of hospitalization in weeks
2874,Duration of hospitalization in months
2875,Date of missed visit
2876,Medications dispensed
2877,Other family planning comment
2878,Normal sclera
2879,Oropharynx exam construct
2880,Assessment comments
2881,Patient plan comments
2882,Group 45
2883,Group 46
2884,Group 47
2885,Group 48
2886,Group 49
2887,Group 50
2888,TB lymphadenopathy
2889,"Chronic HIV-associated lung disease, including bronchiectasis"
2890,Recurrent bacteraemia or sepsis with NTS
2891,Lineal gingival erythema
2892,Extrapulmonary tuberculosis without lymphadenopathy
2893,Unexplained persistant heptomegaly and splenomegaly
2894,"Bacterial infections, severe recurrent  (empyema, pyomyositis, meningitis, bone/joint infections but EXCLUDING pneumonia)"
2895,Alive
2896,Following AA
2897,Following BB
2898,Following CC
2899,Following DD
2900,Following EE
2901,Following FF
2902,Following GG
2903,Following HH
2904,Following II
2905,Following JJ
2906,Following KK
2907,Following LL
2908,Following MM
2909,Following NN
2910,Following OO
2911,Following PP
2912,Following QQ
2913,Following RR
2914,Following SS
2915,Following TT
2916,Following UU
2917,Following VV
2918,Following WW
2919,Following XX
2920,Following YY
2921,Following ZZ
2922,Data clerk comments
2923,Socio-economic assistance non-coded
2924,Date of last rendez-vous
2925,Other physical system
2926,Community health worker attendance form complete
2927,Guardian first name
2928,Guardian last name
2929,Number of antiretrovirals given
2930,Other enteritis
2931,"Rash, other"
2932,WHO stage 3
2933,WHO stage 4
2934,Missed medical appointment since starting ART
2935,Reason medical appointment missed since starting ART
2936,Sell property to buy food
2937,Wood
2938,Charcoal
2939,Paraffin
2940,Fuel source
2941,Frequency of treating drinking water
2942,Some primary education
2943,Primary education complete
2944,Some secondary education
2945,Secondary education complete
2946,Some university education
2947,University education complete
2948,Last time selling excess goods
2949,Land ownership
2950,Number of land parcels
2951,Size of largest land parcel
2952,Home ownership
2953,Owned
2954,Mortgaged
2955,Mortgage cost
2956,Rented
2957,Rental cost
2958,Borrowed
2959,Homeless
2960,Worked on own farm or with livestock in the last month
2961,Worked as casual laborer in the last month
2962,Worked own business in the last month
2963,Worked as formal salaried employee in the last month
2964,Harvest crops to sell
2965,Which harvest crops to sell
2966,Tea
2967,Coffee
2968,Pyrethrum
2969,Soy
2970,Transportation cost
2971,Gas
2972,Likuni phala given to patient
2973,Number of HIV drug doses missed
2974,Visited for pill count
2975,It was a source of suspicion
2976,It was useful
2977,It was very useful
2978,Comment on pill count
2979,"Fuel source, non-coded"
2980,Clinic travel time in minutes
2981,"Animal owned, non-coded"
2982,"Harvest crop, non-coded"
2983,Reason prophylaxis stopped comment
2984,Tenofovir Lamivudine Nevirapine
2985,Tenofovir Lamivudine Efavirenz
2986,Tenofovir Emtricitabine Nevirapine
2987,Didanosine Tenofovir Lopinavir Ritonavir
2988,Didanosine Abacavir Lopinavir Ritonavir
2989,Didanosine Lamivudine Lopinavir Ritonavir
2990,Didanosine Zidovudine Lopinavir Ritonavir
2991,Tenofovir Abacavir Lopinavir Ritonavir
2992,Tenofovir Lamivudine Lopinavir Ritonavir
2993,Tenofovir Zidovudine Lopinavir Ritonavir
2994,Zidovudine Lamivudine Lopinavir Ritonavir
2995,Standard tuberculosis treatment
2996,"Other family planning method, non-coded"
2997,Place of birth
2998,Length of visual analogue line
2999,Socio-economic assistance NOT received
3000,Transfer out
3001,Transfer out date
3002,Date of transfer out unknown
3003,Transfer out to
3004,Reason for transfer out
3005,Transfer out location unknown
3006,Reason for transfer out unknown
3007,Serum glutamic oxaloacetic/pyruvic transaminase
3008,Agricultural assistance program
3009,Further examination for TB required
3010,Other second-line tuberculosis drugs
3011,Tuberculosis Quinolones
3012,Injectible tuberculosis drugs
3013,First-line tuberculosis drugs
3014,Tuberculosis drugs
3015,Colonies
3016,Concentration
3017,Intermediate to tuberculosis drug
3018,Colonies in control
3019,Direct/Indirect
3020,Type of organism non-coded
3021,Other mycobacteria non-coded
3022,M. abscessus
3023,M. tuberculosis complex
3024,Type of organism
3025,Tuberculosis drug sensitivity test result
3026,Bactec
3027,Griess
3028,Agar plate
3029,Proportions
3030,Microscopic observation drug susceptibility
3031,Tuberculosis drug sensitivity test method
3032,Tuberculosis test start date
3033,Bronchial apirate
3034,Articular fluid
3035,Pulmonary tissue
3036,Tuberculosis sample source
3037,Tuberculosis test date received
3038,Sputum collection date
3039,Drug sensitivity test complete
3040,Tuberculosis drug sensitivity test construct
3041,Bactec mgit
3042,Lowenstein-jensen
3043,Ogawa
3044,Tuberculosis culture method
3045,Tuberculosis test result date
3046,Tuberculosis culture result
3047,Scanty
3048,Tuberculosis culture construct
3049,Fluorochrome (250x)
3050,Tuberculosis smear microscopy method
3051,Bacilli
3052,Tuberculosis smear result
3053,Tuberculosis smear microscopy construct
3054,Serum amylase
3055,Uric acid
3056,Serum calcium
3057,Serum phosphate
3058,Serum magnesium
3059,Granulocyte
3060,Granulocyte percent
3061,Number of other animals owned
3062,"Other crops sold, non-coded"
3063,Adverse effect medication non-coded
3064,Diagnosis_voided
3065,Diagnosis
3066,Adult HIV program
3067,Atypical mycobacteriosis disseminated or lungs
3068,Severe unexplained wasting or malnutrition not responding to treatment (weight-for-height/ -age <70% or MUAC less than 11cm or oedema)
3069,"Recurrent or chronic respiratory tract infections (sinusitis, otorrhoea, tonsillitis, otitis media)"
3070,Treatment group
3075,Daily home visits by a community health worker disrupt routine
3076,Positive daily home visits by a community health worker
3077,Average total wait time at clinic
3078,Average roundtrip transportation cost for one clinic visit
3079,Friends or families members outside of the home who are taking antiretrovirals
3080,Number of friends or families members outside of the home who are taking antiretrovirals
3081,Stigma in your community
3082,Testing status of partner
3083,No test
3084,Missed seven days or more of antiretrovirals
3085,Missed four days or more of antiretrovirals
3086,Relationship of treatment supporter
3087,Neighbor
3088,"Other relationship of treatment supporter, non-coded"
3089,Relationship of treatment supporter construct
3090,Other treatment supporter
3091,Treatment support assistance
3092,Frequency of treatment supporter visit
3093,Socio-economic assistance since starting antiretrovirals
3094,Mutuelle enrollment support
3095,Non-food support received since starting antiretrovirals
3096,Non-food support received since starting antiretrovirals construct
3097,Frequency of support
3098,Name of support provider
3099,Food support received since starting antiretrovirals construct
3100,Food support received since starting antiretrovirals
3101,Description of food support
3102,Number of months
3103,Support received from an HIV association since starting antiretrovirals construct
3104,Support received from an HIV association since starting antiretrovirals
3105,Type of support
3106,"Diagnosis, non-coded"
3107,Gastritis with hemorrhage
3108,Gastritis without hemorrhage
3109,Meningitis other cause
3110,Meningitis viral
3111,Genitourinary problem
3112,Dose in tablets
3113,Dose in grams
3114,Nyha class 1 and 2
3115,New TB treatment construct
3116,Other tuberculosis drug comment
3117,New prophylaxis
3118,MDR-TB treatment comment
3119,"New prophylaxis drug, other non-coded"
3120,"New prophylaxis drug, other"
3121,Reason TB treatment stopped or changed comment
3122,Dose in milligrams
3123,Other antiretroviral drug comment
3124,Other tuberculosis drug non-coded
3125,Patient missed visit
3126,New ARV start date
3127,Reason antiretrovirals changed or stopped comment
3128,Idiopathic cardiomyopathy
3129,Peripartum cardiomyopathy
3130,HIV associated cardiomyopathy
3131,Congenital heart disease
3132,Endomyocardial fibrosis
3133,Patient hospitalized for heart failure since last visit
3134,Location of hospitalization
3135,Nyha class 1
3136,Nyha class 2
3137,Nyha class 3
3138,Nyha class 4
3139,Nyha class
3140,Reason for poor treatment adherence
3141,Number of missed doses in the past month
3142,Treatment guidelines changed
5001,Deathcode
5002,Cause of death
5003,Patient id
5004,Visit number
5005,APT date
5006,Asymptomatic
5007,Lymphadenopathy
5008,Hepatomegaly
5009,Splenomegaly
5010,Dermatitis
5011,Parotitis
5012,"Respiratory tract infections, recurrent (sinusitis, tonsilitus, otitis media, pharyngitis)"
5013,Chronic cytopenia(s)
5014,Bacterial infection
5015,Peds thrush
5016,Cardiomyopathy
5017,Infant cytomegalovirus
5018,"Diarrhoea, chronic (>1 month) unexplained"
5019,Hepatitis
5020,HSV stomatitis
5021,HSV bronchitis
5022,Peds herpes zoster
5023,Leiomyosarcoma
5024,Symptomatic lymphoid interstitial pneumonia
5025,Nephropathy
5026,Nocardiosis
5027,"Fever, persistent unexplained, intermittent or constant, >1 month"
5028,Infant toxoplasmosis
5029,"Varicella, disseminated"
5030,Serious bacterial infections
5031,Esophageal pulmonary candidiasis
5032,"Coccidiodomycosis, disseminated"
5033,"Cryptococcosis, extrapulmonary"
5034,Cryptosporidiosis
5035,"Cytomegalovirus of an organ other than liver, spleen or lymph node"
5036,WHO HIV peds - encephalopathy
5037,Child HSV infection
5038,"Histoplasmosis, disseminated"
5039,Kaposi sarcoma - old
5040,"Lymphoma, brain"
5041,Lymphoma
5042,"Mycobacterium tuberculosis, extrapulmonary"
5043,"Atypical mycobacteriosis, disseminated or lung"
5044,Mycobacterium avium complex
5045,PCP - old
5046,Progressive multifocal leukoencephalopathy
5047,WHO HIV peds - salmonella
5048,Toxoplasmosis of the brain (from age 1 month)
5049,Wasting syndrome
5050,Failure to thrive
5051,Other HIV conditions
5052,Other HIV conditions desc
5053,"HIV stage, highest - peds"
5054,Childs current HIV status
5055,CDC comment
5056,Doctor code
5057,Doctor
5058,Patient ID
5059,APT date
5060,Visit number
5061,Dictionary ID
5062,Result
5063,Clinic
5064,Charge to patient (KSH)
5065,Paid
5066,Reason for not paying
5067,RX strength
5068,RX freq
5069,SIG
5070,RX DC
5071,DC date
5072,RX DC Tox
5073,Other drugs
5074,Patient ID
5075,Visit number
5076,APT date
5077,Clinic
5078,Adult peds
5079,Birth date
5080,APT time
5081,Doctor
5082,Clinical Officer
5083,MTCT-Plus Pt
5084,Disclose HIV to husband
5085,Systolic blood pressure
5086,Diastolic blood pressure
5087,Pulse
5088,Temperature (c)
5089,Weight (kg)
5090,Height (cm)
5091,Pulsus Paradoxus
5092,Blood oxygen saturation
5093,Compliance impression
5094,Return visit weeks
5095,Return visit months
5096,Appointment date
5097,Notes
5098,Diffuse
5099,Epigastric
5100,Abdominal guarding
5101,Abdominal rebound tenderness
5102,Suprapubic tap
5103,"Mass, abdominal"
5104,Left lower quadrant
5105,Abdominal tenderness
5106,Abdominal pain
5107,Right upper quadrant
5108,Abnormal gait
5109,Achilles reflex
5110,Form ankle reflex
5111,Ascites
5112,Axillary
5113,Biceps reflex
5114,Form biceps reflex
5115,Diminished breath sounds
5116,Bronchial breath sounds
5117,Bronchial breath sound location
5118,Form breath sounds diminished
5119,Right upper lobe
5120,Right middle lobe
5121,Lingula
5122,Cellulitis
5123,Cerumen impaction
5124,Form cerumen impaction
5125,Conjunctivae pale
5126,Cranial nerve abnormalities
5127,Crepitations
5128,Crepitations location
5129,Crepitations RUL
5130,Crepitations RML
5131,Crepitations RLL
5132,Left upper lobe
5133,Crepitations lingular
5134,Left lower lobe
5135,Decreased sensation
5136,Dementia
5137,Depressed
5138,Dullness to percussion
5139,Left
5140,Form dullness left
5141,Right
5142,Form dullness right
5143,Edema
5144,Friction rub
5145,Friction rub RML
5146,Friction rub RLL
5147,Friction rub LUL
5148,Friction rub lingular
5149,Friction rub LLL
5150,Abnormal fundus
5151,Form fundal ABN
5152,Hepatomegaly
5153,Liver size
5154,Inguinal
5155,Kaposi sarcoma
5156,Left ventricular lift
5157,Right ventricular lift
5158,Evidence of cardiac enlargement
5159,Cervical lymphadenopathy
5161,Murmur diastolic decrecendo grade
5162,Holosystolic murmur
5163,Murmur HSM grade
5164,Diastolic rumble
5165,Murmur diastolic rumble grade
5166,Systolic ejection murmur
5167,Murmur sem grade
5168,Radiates into neck
5169,Radiates into axilla
5170,Nuchal rigidity
5171,Oral kaposi sarcoma
5172,Oral candidiasis
5173,Dental caries
5174,Patellar reflex
