drug_id,name,units
226,Griseofulvin (500mg tablet) ,tab(s)
227,Haloperidol (5mg tablet),tab(s)
228,Hydrocortisone Sodium Succinate (50mg/ml 2ml ampul,ml
229,Ivermectin (3mg tablet) ,tab(s)
230,Ivermectin (6mg tablet) ,tab(s)
231,Levodopa + Carbidopa (250mg tablet) ,tab(s)
232,Levothyroxine (100mg tablet) ,tab(s)
233,Lidocaine Hydrochloride (HCL) 1% (25ml ampulle),ml
234,Lidocaine Hydrochroride (HCL) 2% (25ml ampulle),ml
235,Lofemenol 1 cycle,item
240,Metformine HCI(500mg tablet),tab(s)
241,Morphine sulphate (10mg - slow release),tab(s)
242,Neomycin Sulphate & Bacitracin Zinc Ointment (15g),g
243,Nicotinamide (50mg tablet),tab(s)
244,Nitrofurantoin (100mg tablet),tab(s)
245,Nitrofurantoin (20mg tablet) ,tab(s)
246,Phenobarbitone (30mg tablet) ,tab(s)
247,Phenobarbitone sodium (200mg/ml),mg/ml
248,Potassium chloride (600mg tablet (slow relea)),tab(s)
249,Praziquantel (600mg tablet),tab(s)
250,Promethazine (5mg/5mL syrup),ml
251,Promethazine (50mg),tab(s)
252,Promethazine hydrochloride (25mg tablet),tab(s)
253,Quinine Dihydrochloride (300mg/2ml ampulle),ml
254,Quinine hydrochloride (300 mg tablet),tab(s)
255,Silver Sulfadiazine Cream (50g tube),%
256,Sodium Valproate (150mg  capsule (Covulex)),tab(s)
257,Spironolactone (25mg tablet) ,tab(s)
258,Valproic Acid (150mg tablet (Convulex 150)),tab(s)
259,"Vitamin A (100,000 IU tablet)   ",tab(s)
260,"Vitamin A (200,000 IU tablet)   ",tab(s)
261,Zinc Oxide 10% cream(100mg tube) ,application
262,Chloroquine(500mg),tab(s)
263,Metformin (1g),g
264,Metformin (850mg),tab(s)
265,Metformin (750mg),tab(s)
266,Glibenclamide (10mg tablet),tab(s)
267,Captopril (6.25mg tablet),tab(s)
268,Captopril (12.5mg tablet),tab(s)
269,Captopril (50mg tablet),tab(s)
270,Quinapril (20mg),tab(s)
271,Quinapril (40mg tablet),tab(s)
272,Aspirin (75mg tablet),tab(s)
273,Aspirin (150mg tablet),tab(s)
274,Hydrochlorothiazide (12.5mg tablet),tab(s)
275,HCZ (25mg tablet),tab(s)
276,Nifedipine (10mg tablet),tab(s)
277,Nifedipine (20mg tablet),tab(s)
278,Nifedipine SR (10mg tablet),tab(s)
279,Nifedipine SR (20mg tablet),tab(s)
280,Lente Insulin,unit(s)
281,Propanolol (160mg tablet),tab(s)
282,Propanolol (240mg tablet),tab(s)
283,Propanolol (320mg tablet),tab(s)
284,Methyldopa (125mg tablet),tab(s)
285,Methyldopa (500mg tablet),tab(s)
286,Furosemide (20mg tablet),tab(s)
287,Furosemide (60mg tablet),tab(s)
288,Furosemide (80mg tablet),tab(s)
289,Furosemide (120mg tablet),tab(s)
290,Acyclovir (400mg tablet),tab(s)
291,Allopurinol (100mg tablet),tab(s)
292,Benzhexol (5mg tablet),tab(s)
293,Carbimazole (5mg tablet),tab(s)
294,Chloramphenicol (250mg tablet),tab(s)
295,Chlorpheniramine (4mg tablet),tab(s)
296,Codeine phosphate (15mg tablet),tab(s)
297,Cotrimoxazole (480mg tablet),tab(s)
298,Dexamethasone (0.5mg tablet),tab(s)
299,Diclofenac Sodium (25mg tablet),tab(s)
300,Digoxin (0.250mg tablet),tab(s)
301,Doxycycline (100mg tablet),tab(s)
302,Flucloxacillin (250mg tablet),tab(s)
303,Hydrocortisone (20mg tablet),tab(s)
304,Indomethacin (25mg tablet),tab(s)
305,Mebendazole (500mg tablet),tab(s)
306,Methotrexate (2.5mg tablet),tab(s)
307,Nitrofurantoin (50mg tablet),tab(s)
308,Procyclidine (5mg tablet),tab(s)
309,Propantheline bromide(15mg),tab(s)
310,Sodium Valproate (200mg tablet),tab(s)
311,SP (525mg tablet),tab(s)
312,Tramadol (50mg),tab(s)
313,Amoxicillin (125mg/5ml syrup),ml
314,Chloramphenicol (125mg/5ml syrup),ml
315,Chlorpheniramine (2mg/5ml Suspension),ml
316,Flucloxacillin (125mg/5ml suspension),ml
317,Fluconazole (10mg/ml suspension),ml
318,Metronidazole (200mg/5ml suspension),ml
319,Promethazine (25mg/5ml syrup),ml
320,Aminophylline (25mg/ml),ml
321,Benzylpenicillin (2.4MU),mu
322,Cyclizine (50mg/ml Injection),
323,Cimetidine (200mg/ml Injection),
324,Dexamethasone (5mg/ml Injection),ml
325,Diclofenac injection (75mg),mg (injection)
326,Digoxin (250 mcg/ml),ml
327,"Flucloxacillin (250mg, vial, PFR)",tab(s)
328,Fluconazole (2mg/ml injection),ml
329,Fluphenazine (25mg/ml),ml
330,Frusemide (10mg/ml injection),ml
331,Gentamicin (240mg),tab(s)
332,Heparin (5000u/ml),ml
333,Hyoscine (20mg/ml Injection),
334,Hydralazine HCl (1ml Injection),ml
335,Hydrocortisone iv (50mg/ml injection),ml
336,Insulin soluble (100 IU/ml Injection),
337,Insulin lente (100 IU/ml),
338,Ketamine hydrochloride (50mg/ml injection),ml
339,Lignocaine hydrochloride(1%),ml
340,Lignocaine hydrochloride (2%),ml
